idcredito,target,duracao,valor,cd_tempo_parcelamento,tempo_parcelamento,cd_residencia_desde,residencia_desde,idade,cd_emprestimo_existente,emprestimo_existente,dependentes,socio_empresa,cd_estrangeiro,estrangeiro,historico_credito,proposito,cd_investimentos,faixa_investimento,cd_emprego,faixa_tempo_emprego,estado_civil,possui_fiador,habitacao,outros_financiamentos,qualificacao_profissional
767,0,30,3108,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,31,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Casado,nao,proria,nenhum,nao qualificado
768,1,10,2901,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,31,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,1,<1,Solteiro,nao,alugada,nenhum,qualificado
769,1,12,3617,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,28,3,Médio (3-4 empréstimos),1,1,0,Não,Critico-outros creditos,moveis,2,<100,2,>=7,Viuvo,nao,alugada,nenhum,qualificado
770,1,12,1655,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,63,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,2,<100,2,>=7,Viuvo,nao,proria,nenhum,nao qualificado
771,1,24,2812,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,26,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,2,>=7,Solteiro,nao,alugada,nenhum,qualificado
772,0,36,8065,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,25,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,educacao,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
773,1,21,3275,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,36,1,Nenhum,1,1,0,Não,Critico-outros creditos,veiculo usado,2,<100,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
774,1,24,2223,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,52,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,5,100<=X<500,2,>=7,Viuvo,nao,proria,banco,qualificado
775,1,12,1480,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,66,3,Médio (3-4 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,3,500<=X<1000,5,Desempregado,Viuvo,nao,de graca,banco,desempregado
776,0,24,1371,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,25,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
777,1,36,3535,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,37,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
778,1,18,3509,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,25,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Solteiro,sim,proria,nenhum,qualificado
779,1,36,5711,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,38,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo usado,4,>=1000,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
780,1,18,3872,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,67,1,Nenhum,1,1,0,Não,existentes/pagos,reforma casa,2,<100,5,Desempregado,Solteiro,nao,proria,nenhum,qualificado
781,0,39,4933,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,25,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,4,4<=X<7,Viuvo,sim,proria,nenhum,qualificado
782,1,24,1940,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,60,1,Nenhum,1,1,0,Não,Critico-outros creditos,veiculo novo,4,>=1000,2,>=7,Viuvo,nao,proria,nenhum,qualificado
783,1,12,1410,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,31,1,Nenhum,1,1,0,Não,sem creditos/todos pagos,qualificacao,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
784,0,12,836,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,23,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,5,100<=X<500,1,<1,Solteiro,nao,proria,banco,nao qualificado
785,1,20,6468,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,60,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,5,Desempregado,Casado,nao,proria,nenhum,altamente qualificado/empresario
786,1,18,1941,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,35,1,Nenhum,1,1,0,Não,existentes/pagos,abrir negocio,4,>=1000,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
787,1,22,2675,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,40,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,3,500<=X<1000,2,>=7,Viuvo,nao,proria,nenhum,qualificado
788,1,48,2751,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,38,2,Baixo (1-2 empréstimos),2,1,0,Não,Critico-outros creditos,veiculo usado,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
789,0,48,6224,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,50,1,Nenhum,1,0,0,Não,Atrasos anteriores,educacao,2,<100,2,>=7,Viuvo,nao,de graca,nenhum,qualificado
790,0,40,5998,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,27,1,Nenhum,1,1,0,Não,Critico-outros creditos,educacao,2,<100,3,1<=X<4,Viuvo,nao,proria,banco,qualificado
791,0,21,1188,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,39,1,Nenhum,2,0,0,Não,existentes/pagos,abrir negocio,2,<100,2,>=7,Solteiro,nao,proria,nenhum,qualificado
792,1,24,6313,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,41,1,Nenhum,2,1,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
793,1,6,1221,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,1,Desconhecido,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
794,1,24,2892,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,51,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,2,>=7,Casado,nao,de graca,nenhum,qualificado
795,1,24,3062,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,32,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,3,500<=X<1000,2,>=7,Viuvo,nao,alugada,nenhum,qualificado
796,1,9,2301,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,22,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,5,100<=X<500,1,<1,Solteiro,nao,alugada,nenhum,qualificado
797,0,18,7511,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,51,1,Nenhum,2,1,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,2,>=7,Viuvo,nao,de graca,nenhum,qualificado
798,1,12,1258,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,22,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,2,<100,1,<1,Solteiro,nao,alugada,nenhum,nao qualificado
800,1,9,1549,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,35,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,1,<1,Viuvo,nao,proria,nenhum,desempregado
801,1,24,1597,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,54,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,educacao,2,<100,2,>=7,Viuvo,nao,de graca,nenhum,qualificado
802,1,18,1795,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,48,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,2,<100,2,>=7,Solteiro,sim,alugada,banco,nao qualificado
803,1,20,4272,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,24,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,2,<100,2,>=7,Solteiro,nao,proria,nenhum,qualificado
804,1,12,976,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,35,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
805,1,12,7472,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,24,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,5,Desempregado,Solteiro,nao,alugada,nenhum,desempregado
806,0,36,9271,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,24,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
807,1,6,590,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,26,1,Nenhum,1,0,1,Sim,existentes/pagos,reforma,2,<100,1,<1,Divorciado,nao,proria,nenhum,nao qualificado
808,1,12,930,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,65,4,Alto (5 ou mais empréstimos),1,0,0,Não,Critico-outros creditos,reforma,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
809,1,42,9283,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,55,1,Nenhum,1,1,0,Não,todos pagos,veiculo usado,2,<100,5,Desempregado,Viuvo,nao,de graca,banco,altamente qualificado/empresario
810,0,15,1778,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,26,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,veiculo novo,2,<100,1,<1,Solteiro,nao,alugada,nenhum,desempregado
811,1,8,907,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,26,1,Nenhum,1,1,0,Não,existentes/pagos,abrir negocio,2,<100,1,<1,Divorciado,nao,proria,nenhum,qualificado
812,1,6,484,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,28,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Divorciado,sim,proria,banco,nao qualificado
813,0,36,9629,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,24,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo usado,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
814,0,48,3051,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,54,1,Nenhum,1,0,0,Não,existentes/pagos,quitar divida,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
815,0,48,3931,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,46,1,Nenhum,2,0,0,Não,existentes/pagos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,de graca,nenhum,qualificado
816,1,36,7432,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,54,1,Nenhum,1,0,0,Não,Atrasos anteriores,veiculo novo,2,<100,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
817,1,6,1338,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,62,1,Nenhum,1,0,0,Não,existentes/pagos,quitar divida,3,500<=X<1000,3,1<=X<4,Casado,nao,proria,nenhum,qualificado
818,1,6,1554,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,24,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,2,<100,4,4<=X<7,Solteiro,nao,alugada,nenhum,qualificado
819,1,36,15857,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,43,1,Nenhum,1,0,0,Não,existentes/pagos,outros,2,<100,5,Desempregado,Casado,co requerente,proria,nenhum,altamente qualificado/empresario
820,0,18,1345,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,26,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Divorciado,nao,proria,banco,qualificado
821,1,12,1101,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
822,1,12,3016,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,24,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
823,0,36,2712,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,41,1,Nenhum,2,0,0,Não,existentes/pagos,moveis,2,<100,2,>=7,Viuvo,nao,proria,banco,qualificado
824,1,8,731,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,47,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,nao qualificado
825,1,18,3780,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,35,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,moveis,2,<100,1,<1,Casado,nao,proria,nenhum,altamente qualificado/empresario
826,1,21,1602,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,30,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Divorciado,nao,proria,nenhum,qualificado
827,0,18,3966,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,33,3,Médio (3-4 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Solteiro,nao,alugada,banco,qualificado
828,0,18,4165,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,36,2,Baixo (1-2 empréstimos),2,0,0,Não,sem creditos/todos pagos,abrir negocio,2,<100,3,1<=X<4,Viuvo,nao,proria,loja,qualificado
829,0,36,8335,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,47,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,2,>=7,Viuvo,nao,de graca,nenhum,qualificado
830,1,48,6681,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,38,1,Nenhum,2,1,0,Não,Atrasos anteriores,abrir negocio,1,Desconhecido,3,1<=X<4,Viuvo,nao,de graca,nenhum,qualificado
831,1,24,2375,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,44,2,Baixo (1-2 empréstimos),2,1,0,Não,Atrasos anteriores,abrir negocio,3,500<=X<1000,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
832,0,18,1216,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,23,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Solteiro,nao,alugada,nenhum,qualificado
833,0,45,11816,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,29,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,abrir negocio,2,<100,2,>=7,Viuvo,nao,alugada,nenhum,qualificado
835,0,15,2327,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,25,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,1,<1,Solteiro,nao,proria,nenhum,nao qualificado
836,0,12,1082,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,48,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,banco,qualificado
837,1,12,886,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,21,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,1,Desconhecido,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
838,1,4,601,1,1-Parcelamento em até 3 meses,3,3-Residência com familiares,23,1,Nenhum,2,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Solteiro,nao,alugada,nenhum,nao qualificado
839,1,24,2957,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,63,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo usado,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
840,1,24,2611,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,46,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,2,>=7,Divorciado,co requerente,proria,nenhum,qualificado
799,1,24,717,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,54,2,Baixo (1-2 empréstimos),1,1,0,Não,,veiculo novo,1,Desconhecido,2,>=7,Divorciado,nao,proria,nenhum,qualificado
841,0,36,5179,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,29,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
842,1,21,2993,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,28,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,veiculo usado,2,<100,3,1<=X<4,Viuvo,nao,proria,loja,nao qualificado
843,0,18,1943,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,23,1,Nenhum,1,0,0,Não,existentes/pagos,reforma casa,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
845,1,18,3422,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,47,3,Médio (3-4 empréstimos),2,1,0,Não,existentes/pagos,moveis,2,<100,2,>=7,Viuvo,nao,proria,banco,qualificado
846,1,21,3976,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,35,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,1,Desconhecido,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
847,0,18,6761,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,68,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Viuvo,nao,alugada,nenhum,qualificado
848,1,24,1249,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,28,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Divorciado,nao,proria,nenhum,qualificado
849,1,9,1364,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,59,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
850,0,12,709,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,57,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,2,>=7,Viuvo,nao,proria,loja,nao qualificado
851,0,20,2235,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,33,2,Baixo (1-2 empréstimos),1,0,1,Sim,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Divorciado,sim,alugada,banco,qualificado
852,1,24,4042,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,43,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo usado,1,Desconhecido,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
853,1,15,1471,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,35,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,2,<100,3,1<=X<4,Viuvo,nao,de graca,nenhum,qualificado
854,0,18,1442,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,32,2,Baixo (1-2 empréstimos),2,0,0,Não,todos pagos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,de graca,nenhum,nao qualificado
855,1,36,10875,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,45,2,Baixo (1-2 empréstimos),2,1,0,Não,Atrasos anteriores,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
856,1,24,1474,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,33,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,5,100<=X<500,1,<1,Divorciado,nao,proria,nenhum,qualificado
857,1,10,894,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,40,1,Nenhum,1,1,0,Não,existentes/pagos,qualificacao,1,Desconhecido,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
858,1,15,3343,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,28,1,Nenhum,1,1,0,Não,Critico-outros creditos,moveis,2,<100,3,1<=X<4,Viuvo,nao,de graca,nenhum,qualificado
859,0,15,3959,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,29,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
860,1,9,3577,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,26,1,Nenhum,2,0,1,Sim,existentes/pagos,veiculo novo,5,100<=X<500,3,1<=X<4,Viuvo,sim,alugada,nenhum,qualificado
861,1,24,5804,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo usado,4,>=1000,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
862,0,18,2169,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,28,1,Nenhum,1,1,0,Não,Atrasos anteriores,abrir negocio,2,<100,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
863,0,24,2439,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,35,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
864,1,27,4526,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,32,2,Baixo (1-2 empréstimos),2,1,0,Não,Critico-outros creditos,moveis,4,>=1000,1,<1,Viuvo,nao,proria,loja,nao qualificado
865,0,10,2210,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,25,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,nao,alugada,banco,nao qualificado
866,1,15,2221,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,20,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,3,500<=X<1000,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
867,1,18,2389,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,27,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,1,<1,Solteiro,nao,proria,loja,qualificado
868,1,12,3331,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,42,1,Nenhum,1,0,0,Não,Critico-outros creditos,moveis,2,<100,2,>=7,Viuvo,nao,proria,loja,qualificado
869,1,36,7409,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,37,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,abrir negocio,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
870,1,12,652,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,24,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,2,>=7,Solteiro,nao,alugada,nenhum,qualificado
871,1,36,7678,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,40,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,moveis,3,500<=X<1000,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
872,1,6,1343,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,46,2,Baixo (1-2 empréstimos),2,0,1,Sim,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
873,1,24,1382,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,26,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,abrir negocio,5,100<=X<500,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
874,1,15,874,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,24,1,Nenhum,1,0,0,Não,existentes/pagos,quitar divida,1,Desconhecido,1,<1,Solteiro,nao,proria,nenhum,qualificado
875,1,12,3590,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,29,1,Nenhum,2,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,co requerente,proria,nenhum,nao qualificado
876,1,11,1322,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,40,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,4,>=1000,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
877,1,18,1940,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,36,1,Nenhum,1,1,0,Não,todos pagos,reforma,2,<100,1,<1,Viuvo,co requerente,de graca,banco,altamente qualificado/empresario
878,1,36,3595,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,28,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
879,0,9,1422,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,27,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Viuvo,nao,de graca,nenhum,altamente qualificado/empresario
880,1,30,6742,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,36,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,1,Desconhecido,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
881,1,24,7814,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,38,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
882,1,24,9277,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,48,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,3,1<=X<4,Casado,nao,de graca,nenhum,qualificado
883,1,30,2181,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,36,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
884,1,18,1098,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,65,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,5,Desempregado,Solteiro,nao,proria,nenhum,desempregado
885,0,24,4057,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,43,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,2,<100,4,4<=X<7,Casado,nao,proria,nenhum,qualificado
886,0,12,795,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,53,1,Nenhum,1,0,0,Não,existentes/pagos,educacao,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
887,1,24,2825,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,34,2,Baixo (1-2 empréstimos),2,1,0,Não,Critico-outros creditos,abrir negocio,1,Desconhecido,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
888,0,48,15672,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,23,1,Nenhum,1,1,0,Não,existentes/pagos,abrir negocio,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
889,1,36,6614,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,34,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
